id,paper_id,primers,longitude,latitude,continent,sample_type,marker_size,Biome,MAT,MAP,pH,year_of_sampling,plants_dominant,target_gene,sequencing_platform,abundances,fungus_species
1546,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,4255,grassland,7.7,890,6.79,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,1,Paraglomus sp.
1559,Davison_2015_1GM,NS31/AML2,107.132,47.7578,Asia,root,4930,grassland,-2.4,271,,2012,Allium bidentatum,SSU,454Roche,16,Paraglomus sp.
1594,Wall_2020_1HX,WANDA/AML2,-155.326,19.8215,North America,soil,8994,forest,13.0,2862,4.6,2017,Coprosma rhynchocarpa,SSU,Illumina,5,Paraglomus sp.
1596,Rasmussen_2018_C8E6,NS31/AML2,20.2686,60.1406,Europe,root,62908,grassland,6.2,548,5.1,2015,Plantago lanceolata,SSU,Illumina,5870,Paraglomus sp.
1602,Rasmussen_2018_C8E6,NS31/AML2,19.7889,60.3651,Europe,root,57707,grassland,6.2,549,6.8,2015,Plantago lanceolata,SSU,Illumina,11,Paraglomus sp.
1610,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.99079,50.8872,Europe,root,61848,forest,10.4,739,5.294,2018,Alnus glutinosa,SSU,Illumina,1,Paraglomus sp.
1625,Rasmussen_2018_C8E6,NS31/AML2,19.8006,60.3346,Europe,root,73546,grassland,6.1,563,4.5,2015,Plantago lanceolata,SSU,Illumina,756,Paraglomus sp.
1626,Davison_2015_1GM,NS31/AML2,-71.4211,-52.058,South America,root,3515,grassland,6.3,344,5.5,2012,Taraxacum officinale,SSU,454Roche,10,Paraglomus sp.
1627,Vasar_2021_1HW,WANDA/AML2,35.355,-3.07528,Africa,soil,27689,woodland,20.5,818,6.44,2018,,SSU,Illumina,28,Paraglomus sp.
1628,Zhao_2017_1DW,AMV4.5NF/AMDGR,112.29,35.1,Asia,soil,50769,grassland,13.1,603,7.21,2016,Setaria viridis;Artemisia princeps;Pennisetum alopecuroides;Arthraxon hispidus;Rehmannia glutinosa,SSU,Illumina,12,Paraglomus sp.
1636,Faggioli_2019_1AX,AMV4.5NF/AMDGR,-64.1857,-31.5606,South America,soil,108847,anthropogenic,17.4,848,6.19,2015,Tagetes minuta,SSU,Illumina,20,Paraglomus sp.
1637,Jiang_2020_1BX,AMV4.5NF/AMDGR,109.493,21.9958,Asia,rhizosphere soil,109069,cropland,23.0,1699,4.5,2018,Litchi chinensis,SSU,Illumina,1,Paraglomus sp.
1639,Zhu_2020_1DX,AMV4.5NF/AMDGR,125.667,44.0,Asia,soil,51753,cropland,5.7,542,6.5,2017,Zea mays,SSU,Illumina,33,Paraglomus sp.
1640,Fan_2020_1GN,AMV4.5NF/AMDGR,115.042,36.2301,Asia,rhizosphere soil,57767,cropland,14.7,532,7.91,2015,Triticum aestivum ,SSU,Illumina,14,Paraglomus sp.
1655,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,2576,grassland,7.7,890,6.79,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,7,Paraglomus sp.
1657,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,3790,grassland,7.7,890,6.69,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,2,Paraglomus sp.
1665,Ezeokoli_2020_1AW,AML1/AML2 then AMV4.5NF/AMDGR,29.1908,-26.0018,Africa,soil,107827,grassland,16.0,775,4.16,2017,Eragostis tef,SSU,Illumina,41,Paraglomus sp.
1669,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.9604,50.8625,Europe,soil,46385,forest,10.5,741,4.667,2018,Alnus glutinosa,SSU,Illumina,20,Paraglomus sp.
1670,Fan_2020_1GN,AMV4.5NF/AMDGR,111.89,32.5287,Asia,rhizosphere soil,48969,cropland,16.2,865,5.53,2015,Triticum aestivum ,SSU,Illumina,7373,Paraglomus sp.
1671,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.98985,50.8724,Europe,root,17685,forest,10.5,734,5.731,2017,Stachys sylvatica,SSU,Illumina,10,Paraglomus sp.
1674,Rasmussen_2018_C8E6,NS31/AML2,19.7892,60.3648,Europe,soil,35794,grassland,6.2,549,,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
1675,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.96319,50.8623,Europe,soil,65598,forest,10.5,741,6.068,2018,Alnus glutinosa,SSU,Illumina,48,Paraglomus sp.
1676,Morgan_2017_1CJ,NS31/AML2,-87.1924,21.2102,North America,soil,461942,forest,25.7,1176,7.62,2013,Brosimum alicastrum;Vachellia cornigera;Metopium brownei;Ceiba pentandra;Bursera simaruba;Manilkara zapota,SSU,Illumina,115,Paraglomus sp.
1677,Vasar_2021_1HW,WANDA/AML2,-63.5181,-18.1692,South America,soil,156917,forest,22.4,669,4.18,2018,,SSU,Illumina,237,Paraglomus sp.
1682,Sandoz_2020_1CV,AMV4.5NF/AMDGR,7.48525,46.1963,Europe,root,43799,grassland,-0.9,1041,6.1,2015,Botrychium lunaria,SSU,Illumina,1,Paraglomus sp.
1697,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,2861,grassland,7.2,1020,6.5,2011,Salix acutifolia,SSU,454Roche,158,Paraglomus sp.
1704,Rasmussen_2018_C8E6,NS31/AML2,20.2685,60.1407,Europe,soil,65257,grassland,6.2,548,5.7,2015,Plantago lanceolata,SSU,Illumina,2955,Paraglomus sp.
1705,Rasmussen_2018_C8E6,NS31/AML2,20.1638,60.0741,Europe,root,32662,grassland,6.3,517,5.7,2015,Plantago lanceolata,SSU,Illumina,450,Paraglomus sp.
1712,Rasmussen_2018_C8E6,NS31/AML2,19.5941,60.2355,Europe,soil,40036,grassland,6.3,523,7.1,2015,Plantago lanceolata,SSU,Illumina,147,Paraglomus sp.
1717,Rasmussen_2018_C8E6,NS31/AML2,19.9239,60.3447,Europe,root,50935,grassland,6.1,569,6.1,2015,Plantago lanceolata,SSU,Illumina,860,Paraglomus sp.
1733,Rasmussen_2018_C8E6,NS31/AML2,19.8006,60.3346,Europe,root,49132,grassland,6.1,563,4.6,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
1734,Fan_2020_1GN,AMV4.5NF/AMDGR,111.841,32.5554,Asia,rhizosphere soil,61466,cropland,16.2,878,5.53,2015,Triticum aestivum ,SSU,Illumina,938,Paraglomus sp.
1740,LopezGarcia_2020_1HO,NS31/AML2,3.01889,39.8349,Europe,soil,85381,cropland,17.3,754,8.3,2018,Vitis vinifera,SSU,Illumina,4,Paraglomus sp.
1746,Wall_2020_1HX,WANDA/AML2,-155.325,19.8222,North America,soil,9655,forest,13.6,2952,4.8,2017,Cheirodendron trigynum,SSU,Illumina,183,Paraglomus sp.
1753,Rasmussen_2018_C8E6,NS31/AML2,19.8006,60.3346,Europe,soil,61515,grassland,6.1,563,4.6,2015,Plantago lanceolata,SSU,Illumina,2604,Paraglomus sp.
1755,Rasmussen_2018_C8E6,NS31/AML2,19.5405,60.218,Europe,root,68783,grassland,6.3,522,6.0,2015,Plantago lanceolata,SSU,Illumina,12,Paraglomus sp.
1756,Vasar_2021_1HW,WANDA/AML2,30.1811,-2.36944,Africa,soil,22018,forest,20.9,872,4.71,2018,,SSU,Illumina,1,Paraglomus sp.
1757,Fan_2020_1GN,AMV4.5NF/AMDGR,113.394,34.8888,Asia,soil,38776,cropland,15.0,585,8.27,2015,Triticum aestivum ,SSU,Illumina,11,Paraglomus sp.
1759,Fan_2020_1GN,AMV4.5NF/AMDGR,117.629,37.0036,Asia,soil,50508,cropland,13.6,648,8.5,2015,Triticum aestivum ,SSU,Illumina,7,Paraglomus sp.
1760,Fan_2020_1GN,AMV4.5NF/AMDGR,117.629,37.0036,Asia,rhizosphere soil,25571,cropland,13.6,648,8.26,2015,Triticum aestivum ,SSU,Illumina,9,Paraglomus sp.
1762,Fan_2020_1GN,AMV4.5NF/AMDGR,117.719,36.9467,Asia,rhizosphere soil,36601,cropland,13.6,624,8.26,2015,Triticum aestivum ,SSU,Illumina,10,Paraglomus sp.
1770,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.213,Europe,soil,52599,grassland,6.3,504,5.6,2015,Plantago lanceolata,SSU,Illumina,4,Paraglomus sp.
1771,Rasmussen_2018_C8E6,NS31/AML2,20.2686,60.1406,Europe,root,65071,grassland,6.2,548,5.1,2015,Plantago lanceolata,SSU,Illumina,5053,Paraglomus sp.
1774,Fan_2020_1GN,AMV4.5NF/AMDGR,119.981,36.6641,Asia,rhizosphere soil,55678,cropland,13.0,689,6.69,2015,Triticum aestivum ,SSU,Illumina,41,Paraglomus sp.
1775,Vasar_2021_1HW,WANDA/AML2,26.6647,58.3608,Europe,soil,26300,grassland,5.6,644,5.61,2014,,SSU,Illumina,827,Paraglomus sp.
1777,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.213,Europe,root,54284,grassland,6.3,504,5.9,2015,Plantago lanceolata,SSU,Illumina,2,Paraglomus sp.
1778,Rasmussen_2018_C8E6,NS31/AML2,20.2755,60.1302,Europe,soil,62424,grassland,6.2,555,6.3,2015,Plantago lanceolata,SSU,Illumina,2243,Paraglomus sp.
1779,Jiang_2020_1BX,AMV4.5NF/AMDGR,109.189,22.4139,Asia,rhizosphere soil,169046,cropland,22.7,1604,4.45,2018,Litchi chinensis,SSU,Illumina,2,Paraglomus sp.
1781,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.91323,50.8516,Europe,root,15145,forest,10.4,729,5.928,2017,Stachys sylvatica,SSU,Illumina,2,Paraglomus sp.
1782,Rasmussen_2018_C8E6,NS31/AML2,19.5433,60.2357,Europe,soil,101560,grassland,6.3,527,5.0,2015,Plantago lanceolata,SSU,Illumina,1702,Paraglomus sp.
1784,Ezeokoli_2020_1AW,AML1/AML2 then AMV4.5NF/AMDGR,29.1983,-26.0051,Africa,soil,100471,grassland,16.0,757,4.69,2017,Eragostis tef,SSU,Illumina,472,Paraglomus sp.
1793,Rasmussen_2018_C8E6,NS31/AML2,19.6715,60.213,Europe,soil,63797,grassland,6.3,504,5.9,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
1794,Rasmussen_2018_C8E6,NS31/AML2,19.9274,60.3468,Europe,root,58349,grassland,6.2,552,,2015,Plantago lanceolata,SSU,Illumina,2,Paraglomus sp.
1796,Rasmussen_2018_C8E6,NS31/AML2,20.2753,60.1304,Europe,soil,40841,grassland,6.2,555,5.1,2015,Plantago lanceolata,SSU,Illumina,3,Paraglomus sp.
1801,Zhu_2020_1DX,AMV4.5NF/AMDGR,126.833,48.3333,Asia,soil,60982,cropland,1.7,539,6.82,2017,Zea mays,SSU,Illumina,46,Paraglomus sp.
1802,Borrell_2017_20D4,NS1/NS4 then AMV4.5NF/AMDGR,-107.683,50.3,North America,rhizosphere soil,11029,grassland,4.0,402,6.5,2011,Lens culinaris,SSU,454Roche,262,Paraglomus sp.
1804,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.90455,50.8658,Europe,root,103890,forest,10.4,751,5.413,2018,Alnus glutinosa,SSU,Illumina,3,Paraglomus sp.
1806,Rasmussen_2018_C8E6,NS31/AML2,19.8006,60.3346,Europe,root,43712,grassland,6.1,563,4.6,2015,Plantago lanceolata,SSU,Illumina,827,Paraglomus sp.
1808,Weissbecker_2017_5932,GlomerWT0/Glomer1536 then NS31/AM1A and GlomerWT0/Glomer1536 then NS31/AM1B,10.4179,51.2713,Europe,soil,1283,grassland,8.5,585,7.17,2011,,SSU,454Roche,23,Paraglomus sp.
1811,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,4768,grassland,7.2,1020,6.7,2011,Salix acutifolia,SSU,454Roche,650,Paraglomus sp.
1812,Rasmussen_2018_C8E6,NS31/AML2,20.1638,60.0741,Europe,root,50477,grassland,6.3,517,5.7,2015,Plantago lanceolata,SSU,Illumina,761,Paraglomus sp.
1817,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.91774,50.8408,Europe,root,12902,forest,10.4,750,4.865,2017,Stachys sylvatica,SSU,Illumina,1,Paraglomus sp.
1818,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.96052,50.8612,Europe,soil,60829,forest,10.5,741,4.071,2018,Alnus glutinosa,SSU,Illumina,415,Paraglomus sp.
1819,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,2798,grassland,7.2,1020,5.4,2011,Salix nigra,SSU,454Roche,639,Paraglomus sp.
1824,Lekberg_2018_1FB,WANDA/AML2,-114.129,46.3219,North America,root,9996,grassland,8.7,295,,2016,Asclepias speciosa,SSU,Illumina,2,Paraglomus sp.
1825,Wall_2020_1HX,WANDA/AML2,-155.31,19.8326,North America,soil,6225,forest,14.2,3051,4.9,2017,Cheirodendron trigynum,SSU,Illumina,4,Paraglomus sp.
1829,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.96412,50.8663,Europe,root,18338,forest,10.5,741,,2017,Stachys sylvatica,SSU,Illumina,47,Paraglomus sp.
1830,Rasmussen_2018_C8E6,NS31/AML2,19.5405,60.218,Europe,root,72551,grassland,6.3,522,5.7,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
1832,Vasar_2021_1HW,WANDA/AML2,-3.90194,40.6353,Europe,soil,31224,forest,11.1,862,5.35,2018,,SSU,Illumina,216,Paraglomus sp.
1836,Wall_2020_1HX,WANDA/AML2,-155.31,19.8326,North America,soil,2848,forest,14.2,3051,,2017,Coprosma rhynchocarpa,SSU,Illumina,3,Paraglomus sp.
1845,Rasmussen_2018_C8E6,NS31/AML2,19.9281,60.3465,Europe,soil,125688,grassland,6.2,552,,2015,Plantago lanceolata,SSU,Illumina,1815,Paraglomus sp.
1847,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.99042,50.8875,Europe,soil,76168,forest,10.4,739,5.659,2018,Alnus glutinosa,SSU,Illumina,221,Paraglomus sp.
1852,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,3216,grassland,7.7,890,6.79,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,2,Paraglomus sp.
1861,Rasmussen_2018_C8E6,NS31/AML2,20.2755,60.1302,Europe,soil,67107,grassland,6.2,555,6.3,2015,Plantago lanceolata,SSU,Illumina,73,Paraglomus sp.
1863,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,2538,grassland,7.2,1020,5.4,2011,Salix sachalinensis,SSU,454Roche,781,Paraglomus sp.
1879,Jiang_2020_1BX,AMV4.5NF/AMDGR,108.783,18.5458,Asia,rhizosphere soil,62590,cropland,25.3,1189,6.84,2018,Mangifera indica,SSU,Illumina,4,Paraglomus sp.
1881,Rasmussen_2018_C8E6,NS31/AML2,19.9281,60.3465,Europe,root,26459,grassland,6.2,552,,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
1884,Fan_2020_1GN,AMV4.5NF/AMDGR,115.628,33.2259,Asia,rhizosphere soil,41752,cropland,15.6,860,7.71,2015,Triticum aestivum ,SSU,Illumina,1904,Paraglomus sp.
1885,Jiang_2020_1BX,AMV4.5NF/AMDGR,109.189,22.4139,Asia,rhizosphere soil,142521,cropland,22.7,1604,4.45,2018,Litchi chinensis,SSU,Illumina,1,Paraglomus sp.
1886,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,3104,grassland,7.2,1020,6.5,2011,Salix viminalis,SSU,454Roche,315,Paraglomus sp.
1888,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,4021,grassland,7.2,1020,6.7,2011,Salix sachalinensis,SSU,454Roche,123,Paraglomus sp.
1889,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,3337,grassland,7.2,1020,5.4,2011,Salix dasyclados,SSU,454Roche,724,Paraglomus sp.
1898,Rasmussen_2018_C8E6,NS31/AML2,19.8005,60.3343,Europe,root,72266,grassland,6.1,563,5.3,2015,Plantago lanceolata,SSU,Illumina,242,Paraglomus sp.
1899,Rasmussen_2018_C8E6,NS31/AML2,19.8004,60.3347,Europe,root,65138,grassland,6.1,563,6.0,2015,Plantago lanceolata,SSU,Illumina,960,Paraglomus sp.
1902,Rasmussen_2018_C8E6,NS31/AML2,20.2685,60.1407,Europe,root,68984,grassland,6.2,548,5.7,2015,Plantago lanceolata,SSU,Illumina,7,Paraglomus sp.
1906,Rasmussen_2018_C8E6,NS31/AML2,20.2685,60.1407,Europe,soil,33780,grassland,6.2,548,5.7,2015,Plantago lanceolata,SSU,Illumina,641,Paraglomus sp.
1907,Rasmussen_2018_C8E6,NS31/AML2,20.1642,60.074,Europe,soil,62692,grassland,6.3,517,6.2,2015,Plantago lanceolata,SSU,Illumina,4037,Paraglomus sp.
1908,Rasmussen_2018_C8E6,NS31/AML2,19.8007,60.3344,Europe,root,46226,grassland,6.1,563,5.3,2015,Plantago lanceolata,SSU,Illumina,907,Paraglomus sp.
1911,Rasmussen_2018_C8E6,NS31/AML2,19.7892,60.3648,Europe,root,67775,grassland,6.2,549,,2015,Plantago lanceolata,SSU,Illumina,5,Paraglomus sp.
1912,Rasmussen_2018_C8E6,NS31/AML2,19.9242,60.3447,Europe,root,78618,grassland,6.1,569,6.3,2015,Plantago lanceolata,SSU,Illumina,125,Paraglomus sp.
1918,Fan_2020_1GN,AMV4.5NF/AMDGR,119.981,36.6641,Asia,soil,36513,cropland,13.0,689,6.0,2015,Triticum aestivum ,SSU,Illumina,29,Paraglomus sp.
1927,Wall_2020_1HX,WANDA/AML2,-155.317,19.8208,North America,soil,8862,forest,13.6,2952,3.2,2017,Myrsine lessertiana,SSU,Illumina,47,Paraglomus sp.
1930,Fan_2020_1GN,AMV4.5NF/AMDGR,119.938,36.6186,Asia,rhizosphere soil,59471,cropland,13.1,686,6.69,2015,Triticum aestivum ,SSU,Illumina,33,Paraglomus sp.
1932,Vasar_2021_1HW,WANDA/AML2,30.7394,-1.88167,Africa,soil,105356,grassland,20.9,917,6.2,2018,,SSU,Illumina,1,Paraglomus sp.
1948,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,2495,grassland,7.7,890,6.78,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,63,Paraglomus sp.
1949,Liu_2021_1IJ,AML1/AML2 then AMV4.5NF/AMDGR,115.71,29.28,Asia,soil,29795,grassland,17.8,1730,6.0,2018,Eremochloa ophiuroides,SSU,Illumina,348,Paraglomus sp.
1951,Fan_2020_1GN,AMV4.5NF/AMDGR,115.0,36.2537,Asia,soil,40280,cropland,14.7,528,8.56,2015,Triticum aestivum ,SSU,Illumina,17,Paraglomus sp.
1953,Fan_2020_1GN,AMV4.5NF/AMDGR,117.676,36.9843,Asia,rhizosphere soil,49898,cropland,13.6,643,8.26,2015,Triticum aestivum ,SSU,Illumina,11,Paraglomus sp.
1956,Zhao_2017_1DW,AMV4.5NF/AMDGR,112.29,35.2,Asia,soil,50959,cropland,10.2,752,7.33,2016,Zea mays;Triticum aestivum;Ipomoea batatas;Brassica campestris;Lycopersicon esculentum,SSU,Illumina,12,Paraglomus sp.
1964,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.98661,50.8712,Europe,soil,126185,forest,10.5,734,7.161,2018,Alnus glutinosa,SSU,Illumina,121,Paraglomus sp.
1965,Vasar_2021_1HW,WANDA/AML2,17.2964,60.0147,Europe,soil,57250,grassland,6.1,526,4.18,2018,,SSU,Illumina,3752,Paraglomus sp.
1973,Vasar_2021_1HW,WANDA/AML2,37.4122,-6.92694,Africa,soil,11725,shrubland,23.4,954,6.42,2018,,SSU,Illumina,8,Paraglomus sp.
1978,Rasmussen_2018_C8E6,NS31/AML2,19.5941,60.2355,Europe,soil,45683,grassland,6.3,523,7.1,2015,Plantago lanceolata,SSU,Illumina,198,Paraglomus sp.
1979,Wall_2020_1HX,WANDA/AML2,-155.316,19.821,North America,soil,3065,forest,14.0,3042,4.2,2017,Acacia koa,SSU,Illumina,6,Paraglomus sp.
1981,Jiang_2020_1BX,AMV4.5NF/AMDGR,110.4,22.7092,Asia,rhizosphere soil,137218,cropland,22.1,1605,4.83,2018,Litchi chinensis,SSU,Illumina,3,Paraglomus sp.
1984,Faggioli_2019_1AX,AMV4.5NF/AMDGR,-64.1857,-31.5606,South America,soil,98748,anthropogenic,17.4,848,6.19,2015,Tagetes minuta,SSU,Illumina,36,Paraglomus sp.
1987,Zhu_2020_1DX,AMV4.5NF/AMDGR,127.65,46.95,Asia,soil,50686,cropland,3.2,592,6.35,2017,Zea mays,SSU,Illumina,294,Paraglomus sp.
1988,Zhu_2020_1DX,AMV4.5NF/AMDGR,127.583,47.6833,Asia,soil,52749,cropland,1.8,653,6.82,2017,Zea mays,SSU,Illumina,2043,Paraglomus sp.
1990,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.96044,50.8623,Europe,root,87791,forest,10.5,741,4.76,2018,Alnus glutinosa,SSU,Illumina,1,Paraglomus sp.
1992,LopezGarcia_2020_1HO,NS31/AML2,3.01889,39.8349,Europe,soil,93299,cropland,17.3,754,8.3,2018,Vitis vinifera,SSU,Illumina,2,Paraglomus sp.
2012,RodriguezEcheverria_2017_6B29,NS31/AML2,34.1835,-19.0193,Africa,soil,4472,woodland,24.0,1096,4.47,2014,Caesalpinioideae sp.;Brachystegia boehmii;B. spiciformis;Julbernadia globiflora,SSU,454Roche,1,Paraglomus sp.
2013,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.98985,50.8724,Europe,root,127413,forest,10.5,734,6.471,2018,Alnus glutinosa,SSU,Illumina,15,Paraglomus sp.
2015,Faggioli_2019_1AX,AMV4.5NF/AMDGR,-64.2087,-31.5753,South America,soil,110582,anthropogenic,17.3,812,7.66,2015,Sorghum halepense,SSU,Illumina,14,Paraglomus sp.
2019,Zhu_2020_1DX,AMV4.5NF/AMDGR,126.033,44.8667,Asia,soil,33910,cropland,5.1,569,6.88,2017,Zea mays,SSU,Illumina,2,Paraglomus sp.
2024,Vasar_2021_1HW,WANDA/AML2,22.6108,-33.9786,Africa,soil,63391,forest,18.6,722,5.95,2016,,SSU,Illumina,57,Paraglomus sp.
2025,Song_2015_DF6A,AMV4.5NF/AMDGR,114.304,30.5777,Asia,root,12639,cropland,17.3,1197,5.9,2012,Citrus sinensis;Poncirus trifoliata,SSU,454Roche,4,Paraglomus sp.
2026,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.96331,50.8614,Europe,root,12382,forest,10.5,741,4.476,2017,Stachys sylvatica,SSU,Illumina,2,Paraglomus sp.
2030,Rasmussen_2018_C8E6,NS31/AML2,19.9274,60.3471,Europe,root,70125,grassland,6.2,552,6.8,2015,Plantago lanceolata,SSU,Illumina,40,Paraglomus sp.
2031,Faggioli_2019_1AX,AMV4.5NF/AMDGR,-64.1857,-31.5606,South America,soil,104761,anthropogenic,17.4,848,6.19,2015,Bidens pilosa,SSU,Illumina,19,Paraglomus sp.
2040,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.98599,50.8758,Europe,soil,56543,forest,10.5,729,3.872,2018,Alnus glutinosa,SSU,Illumina,573,Paraglomus sp.
2041,Rasmussen_2018_C8E6,NS31/AML2,20.2755,60.1302,Europe,root,63872,grassland,6.2,555,6.3,2015,Plantago lanceolata,SSU,Illumina,1,Paraglomus sp.
2045,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.99013,50.8723,Europe,soil,104770,forest,10.5,734,5.997,2018,Alnus glutinosa,SSU,Illumina,531,Paraglomus sp.
2046,Wang_2021_1GZ,AMV4.5NF/AMDGR,112.535,23.1826,Asia,soil,73129,woodland,21.2,2080,3.75,2014,,SSU,Illumina,1,Paraglomus sp.
2050,Hassan_2014_0837,NS1/NS41 then AML1/AML2,-73.37,45.72,North America,rhizosphere soil,4096,grassland,7.2,1020,6.7,2011,Salix viminalis,SSU,454Roche,503,Paraglomus sp.
2073,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.96292,50.8625,Europe,root,54224,forest,10.5,741,3.748,2018,Alnus glutinosa,SSU,Illumina,16,Paraglomus sp.
2074,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,2663,grassland,7.7,890,6.78,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,33,Paraglomus sp.
2079,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,2910,grassland,7.7,890,6.78,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,16,Paraglomus sp.
2081,Goldmann_2020_1BF,GlomerWT0/Glomer1536 then NS31/AM1A; GlomerWT0/Glomer1536 then NS31/AM1B,9.46007,48.4587,Europe,soil,4004,grassland,7.7,890,6.78,2011,Plantago lanceolata;Festuca rubra;Helictotrichon pubescens,SSU,454Roche,19,Paraglomus sp.
2092,Rasmussen_2018_C8E6,NS31/AML2,19.5433,60.2357,Europe,root,22533,grassland,6.3,527,5.0,2015,Plantago lanceolata,SSU,Illumina,4,Paraglomus sp.
2093,Fan_2020_1GN,AMV4.5NF/AMDGR,114.891,37.7674,Asia,rhizosphere soil,39089,cropland,14.5,515,7.53,2015,Triticum aestivum ,SSU,Illumina,23,Paraglomus sp.
2095,Fan_2020_1GN,AMV4.5NF/AMDGR,114.963,36.2317,Asia,soil,42747,cropland,14.7,533,8.56,2015,Triticum aestivum ,SSU,Illumina,20,Paraglomus sp.
2096,Boeraeve_2019_1AK,AMV4.5NF/AMDGR,4.97416,50.8661,Europe,root,10539,forest,10.5,738,5.534,2017,Stachys sylvatica,SSU,Illumina,2,Paraglomus sp.
2101,Guan_2020_1BI,AMV4.5NF/AMDGR,119.187,37.77,Asia,sediment,199175,aquatic,13.0,553,8.206666667,2015,Calamagrostis pseudophragmites,SSU,Illumina,435,Paraglomus sp.
2103,Rasmussen_2018_C8E6,NS31/AML2,19.9242,60.3448,Europe,root,40418,grassland,6.1,569,6.4,2015,Plantago lanceolata,SSU,Illumina,110,Paraglomus sp.
2116,Fan_2020_1GN,AMV4.5NF/AMDGR,114.172,33.4234,Asia,rhizosphere soil,47749,cropland,15.7,856,6.15,2015,Triticum aestivum ,SSU,Illumina,23,Paraglomus sp.
2117,Boeraeve_2019_1AJ,AMV4.5NF/AMDGR,4.98985,50.8724,Europe,soil,111870,forest,10.5,734,6.471,2018,Alnus glutinosa,SSU,Illumina,6,Paraglomus sp.
2122,Rasmussen_2018_C8E6,NS31/AML2,19.8006,60.3346,Europe,soil,58319,grassland,6.1,563,4.6,2015,Plantago lanceolata,SSU,Illumina,697,Paraglomus sp.
2124,Vasar_2021_1HW,WANDA/AML2,2.18611,9.26389,Africa,soil,62831,shrubland,26.4,1260,4.29,2010,,SSU,Illumina,3,Paraglomus sp.
